617;4;0;0.1;Malinga to Gayle;FOUR; and CG is off, four off his first ball in IPL in India! Malinga goes for the yorker, slides down the pads, Gayle helps it to fine leg. Sweet as!
618;4;0;0.1;Malinga to Gayle;FOUR; and CG is off, four off his first ball in IPL in India! Malinga goes for the yorker, slides down the pads, Gayle helps it to fine leg. Sweet as!
637;4;0;0.1;Malinga to Gayle;FOUR; and CG is off, four off his first ball in IPL in India! Malinga goes for the yorker, slides down the pads, Gayle helps it to fine leg. Sweet as!
640;4;0;0.1;Malinga to Gayle;FOUR; and CG is off, four off his first ball in IPL in India! Malinga goes for the yorker, slides down the pads, Gayle helps it to fine leg. Sweet as!
658;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
659;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
660;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
661;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
662;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
663;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
664;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
669;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
670;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
672;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
673;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
675;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
676;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
677;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
678;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
679;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
680;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
681;5;0;0.2;Malinga to Gayle;1 run; another yorker down the wrong line, flicked to fine leg for one
